UniProtA	UniProtB	TaxIDA	TaxIDB	PDBSources	Domain	Date_after_train	NumResProt1	NumResProt2	DockQ_AFM	AFM_Score	Ires_Precision	Ires_Recall	AlignRate	human_MSA_depth	viral_MSA_depth	paired_MSA_depth
P05534	Q9YYU8	9606.0	11676.0	3NFN-A:C;3VXN-A:C;3VXR-A:C	Viruses	False	274	10	0.0	0.2552610749446247	0.0	0.0	0.0	2047	2047	0
P08362	P15529	11235.0	9606.0	3INB-A:D;3INB-B:C	Viruses	False	400	126	0.007	0.2346408615622966	0.0370370233196209	0.0178571396683679	0.987	2047	118	0
P01730	P35961	9606.0	362651.0	1G9N-C:G;4RQS-B:G	Viruses	False	181	300	0.473	0.6252158119084965	0.7999998222222616	0.5999999000000167	0.963	2047	2047	0
P17150	Q13651	10360.0	9606.0	1LQS-L:R;1LQS-L:S;1LQS-M:R;1LQS-M:S	Viruses	False	135	201	0.618	0.731565436428585	0.6956520226843429	0.6153844970414428	0.964	2047	965	331
P69732	Q8WUM4	11672.0	9606.0	2R03-B:A	Viruses	False	8	695	0.898	0.45822692265441	0.3863635485537389	0.8499995750002125	1.0	2047	2047	5
M4NKV9	Q14332	1496.0	9606.0	6C0B-A:B	Bacteria	False	505	121	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	1
B0B999	P0CG47	471472.0	9606.0	6OAM-A:C;6OAM-A:D;6OAM-B:C;6OAM-B:D	Bacteria	True	238	75	0.027	0.6919080130128944	0.3975903135433357	0.4925372399198149	0.987	2047	1832	0
D9J353	P30505	768716.0	9606.0	4NT6-C:A	Viruses	False	9	273	0.262	0.4813789792713558	0.6451610822061026	0.7692304733728949	0.993	2047	1	0
P26554	Q12959	10595.0	9606.0	2M3M-B:A	Viruses	False	10	89	0.0	0.6706087406770267	0.0333333222222259	0.0344827467300873	0.0	2047	530	2
P0C6H2	Q861F6	489472.0	9606.0	3OXS-C:A	Viruses	False	9	274	0.006	0.2554848012002341	0.0344827467300873	0.0384615236686447	1.0	2047	137	0
P0CG47	Q6TQR6	9606.0	652961.0	3ZNH-B:A	Viruses	False	75	153	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	92
O00629	P31345	9606.0	392809.0	4UAE-A:F	Viruses	False	417	74	0.008	0.473667766936415	0.0377358419366335	0.0243902409280193	1.0	2047	715	0
P60953	Q9R8E4	9606.0	562.0	3GCG-A:B	Bacteria	False	173	152	0.887	0.8737499596632028	0.7575756427915692	0.7936506676744971	1.0	2047	162	4
O91464	Q9H3P7	72149.0	9606.0	5LZ3-B:A	Viruses	False	34	124	0.0	0.2436136477176363	0.0	0.0	0.0	2047	2047	57
P04439	Q9YYU8	9606.0	11676.0	3RL2-A:C	Viruses	False	274	10	0.0	0.2809444060734571	0.0845070303511224	0.1999999333333555	0.0	2047	2047	0
P06463	Q9HD26	333761.0	9606.0	4JOR-C:A;4JOR-D:A;4JOR-D:B;5K4F-C:A;5K4F-D:A;5K4F-D:B	Viruses	False	10	87	0.0	0.3503537226095793	0.3255813196322512	0.466666511111163	0.0	2047	1139	3
O36972	P63098	10500.0	9606.0	4F0Z-C:B	Viruses	False	30	155	0.009	0.2327769381252268	0.114285697959186	0.3199998720000512	0.981	2047	2047	1023
P62837	Q5X159	9606.0	297246.0	4WZ3-A:B	Bacteria	False	146	183	0.882	0.8536621898930957	0.5862066944114847	0.5862066944114847	0.997	2047	2047	271
K9N7C7	P0CG47	1263720.0	9606.0	4WUR-A:B	Viruses	False	314	74	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
P01730	Q8Q7Z9	9606.0	11676.0	2NY6-B:A	Viruses	False	181	101	0.015	0.1864470388327902	0.499998750003125	0.0666666444444518	0.837	2047	2047	0
P03989	P13285	9606.0	10377.0	1UXS-A:C;1UXW-A:C	Viruses	False	276	9	0.0	0.210784972639519	0.1111110493827503	0.0624999804687561	0.0	2047	16	0
P12493	Q16630	11698.0	9606.0	4U0A-A:B	Viruses	False	206	14	0.0	0.316900057257824	0.0503144622443734	0.347825935727854	0.0	2047	2007	0
P61586	Q9AJW7	9606.0	623.0	3LWN-A:F;3LWN-B:F;3LWN-B:G;3LXR-A:F	Bacteria	False	180	181	0.931	0.9031239303499632	0.7966100344728755	0.6351350493060743	0.997	2047	178	2
Q2UW42	S6B291	1280.0	9606.0	6BAE-C:B	Bacteria	False	51	188	0.002	0.2887372751752526	0.1111110699588629	0.1071428188775646	0.882	2047	2047	319
Q2UW42	Q6GMX6	1280.0	9606.0	6B9Y-C:B;6BAH-C:B	Bacteria	False	51	170	0.008	0.2077387528803835	0.0	0.0	0.825	2047	2047	319
P03255	P06400	28285.0	9606.0	2R7G-B:A;2R7G-D:C;2R7G-E:A	Viruses	False	10	337	0.0	0.5101719234995116	0.2222221810699664	0.2790697025419296	0.0	2047	251	0
A0A509GV61	F5H747	446.0	9606.0	6NJD-B:A;6NJD-B:C;6NJD-D:A;6NJD-D:C	Bacteria	True	191	146	0.502	0.7070325581199326	0.7313431744263919	0.5212765402897297	0.931	2047	21	2
P61088	Q8VSD5	9606.0	623.0	3W31-B:A	Bacteria	False	152	191	0.644	0.8646224013594138	0.6666665185185514	0.697674256354824	0.991	2047	18	0
Q1HVJ0	Q9UER7	82830.0	9606.0	5KDM-D:C	Viruses	False	180	205	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	616
B9V0E2	P0DOX5	595609.0	9606.0	6BKC-E:H	Viruses	False	142	155	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P07948	P22575	9606.0	10384.0	1WA7-A:B	Viruses	False	60	22	0.0	0.6123399125028063	0.0249999968750003	0.0606060422405932	0.0	2047	11	0
P08174	Q6W9E5	9606.0	46018.0	3IYP-F:B;3IYP-F:C	Viruses	False	251	490	0.001	0.2390917433045828	0.0	0.0	1.0	2047	2047	14
P63104	Q93SQ3	9606.0	287.0	4N7G-A:B;4N7Y-A:C;4N7Y-B:D;4N84-A:C;4N84-B:E;5J31-A:C;5J31-B:D	Bacteria	False	230	11	0.004	0.8974180442427703	0.2409638263899004	0.5882351211073172	1.0	2047	2047	9
P03437	P04229	387139.0	9606.0	1FYT-C:B	Viruses	False	13	179	0.0	0.2215650307986616	0.0	0.0	0.0	2047	2047	0
P06437	Q9UKJ1	10306.0	9606.0	5XO2-X:A;5XO2-X:B;5XO2-Y:A;5XO2-Y:B	Viruses	False	7	118	0.0	0.2182882688628329	0.0	0.0	0.0	2047	232	0
Q00534	Q01043	9606.0	10383.0	1JOW-B:A;1XO2-B:A;2EUF-B:A;2F2C-B:A;4TTH-B:A	Viruses	False	297	244	0.883	0.9102929594747822	0.7764704968858238	0.7096773430454469	1.0	2047	2047	1023
Q07812	Q9DHU6	9606.0	132475.0	6TRR-B:A	Viruses	True	21	140	0.049	0.4418927492336796	0.1111110802469221	0.1052631301939131	0.958	1702	22	0
P0CG48	Q5ZSK8	9606.0	272624.0	6B7M-B:A;6B7M-C:A;6B7O-B:A;6B7O-C:A	Bacteria	False	76	311	0.005	0.6748217183199577	0.4805194181143613	0.3775509818825528	1.0	2047	1482	38
P0DKX7	P62158	257313.0	9606.0	1YRT-A:B;1YRU-A:B;1ZOT-A:B	Bacteria	False	351	69	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
P61964	Q9YP60	9606.0	41857.0	4O45-A:B	Viruses	False	305	5	0.025	0.466323896130659	0.1186440476874495	0.4999996428573979	1.0	2047	182	0
P03167	Q16531	10430.0	9606.0	3I7K-B:A	Viruses	False	14	1114	0.437	0.8276773770160014	0.5454544628099298	0.8999997750000561	0.869	2047	615	2
P62820	Q7DB50	9606.0	83334.0	4FMD-B:C;4FMD-D:C;4FMD-D:E;4FMD-F:E;4FME-E:D	Bacteria	False	171	344	0.891	0.8533725339952881	0.3582089017598654	0.2696628910491133	0.987	2047	37	1
H6A3H4	P13688	210.0	9606.0	6AW2-B:A	Bacteria	False	353	107	0.643	0.6065564447602831	0.7499998557692584	0.7358489177643551	1.0	2047	2047	0
P01903	Q52T95	9606.0	1280.0	2G9H-A:D	Bacteria	False	178	213	0.011	0.7027045190523186	0.0208333289930564	0.3333322222259259	1.0	2047	430	0
G4XFJ5	P01730	11676.0	9606.0	6L1Y-A:C	Viruses	True	334	177	0.495	0.7572769321885685	0.7857140986395003	0.6734692503123979	0.947	2047	2047	0
P04003	P50468	9606.0	1314.0	5HYU-B:A;5I0Q-B:A	Bacteria	False	124	34	0.0	0.1610012841037187	0.0	0.0	0.0	2047	1520	7
P55957	Q85365	9606.0	12870.0	5AJJ-B:A	Viruses	False	29	136	0.05	0.2128911559829137	0.3846152859960804	0.3191488682661982	0.978	474	47	0
C5MK56	Q3KSS8	9606.0	10376.0	4JRX-A:C;4JRY-A:C	Viruses	False	276	13	0.0	0.2321205328491059	0.1904761451247273	0.2666665777778074	0.0	2047	16	0
C5ILC1	O60462	649188.0	9606.0	6GH8-B:C;6GH8-D:A	Viruses	True	110	116	0.008	0.268844262976297	0.0	0.0	0.991	2047	336	1
K0BRG7	P27487	1235996.0	9606.0	4KR0-B:A	Viruses	False	208	728	0.002	0.2838467429591876	0.0	0.0	1.0	2047	1831	6
P30460	Q9YRL3	9606.0	10359.0	4QRS-A:C	Viruses	False	276	9	0.0	0.2116805910994237	0.0	0.0	0.0	2047	17	1
P04601	P05534	11706.0	9606.0	5HGH-C:A	Viruses	False	9	274	0.032	0.2608587663492051	0.0	0.0	1.0	2047	2047	0
P01891	Q70626	9606.0	82834.0	4I48-A:C	Viruses	False	272	9	0.0	0.235319801510019	0.2857141496599287	0.2222221399177259	0.0	2047	2047	0
A0A0H3B1Q8	Q15843	502800.0	9606.0	4F8C-A:B;4F8C-C:D	Bacteria	False	248	74	0.94	0.90172136328707	0.550724557866006	0.6333332277777953	0.997	2047	69	25
Q07812	Q08FX8	9606.0	305674.0	4UF2-B:A	Viruses	False	19	133	0.016	0.2176761711616953	0.0	0.0	0.978	2047	25	0
P0DJM0	P12830	169963.0	9606.0	1O6S-A:B;2OMV-A:B;2OMY-A:B;2OMZ-A:B	Bacteria	False	461	100	0.011	0.2938730380422821	0.092307678106511	0.0789473580332423	0.996	2047	2047	1023
Q14116	Q85319	9606.0	12643.0	3F62-B:A	Viruses	False	141	100	0.815	0.7857788070988532	0.5192306693787174	0.6923075147929448	0.968	553	94	0
P02671	Q14U76	9606.0	1280.0	5CFA-C:A;5CFA-D:B	Bacteria	False	10	327	0.0	0.2260609332574008	0.0	0.0	0.0	2047	2047	886
A0A0C5HAL9	P50750	11676.0	9606.0	6CYT-D:A	Viruses	False	48	319	0.022	0.5374921107243179	0.0655737597420065	0.2857140816327988	1.0	2047	2047	0
P31946	Q93SQ1	9606.0	287.0	6GN8-A:C;6GN8-B:C;6GNJ-A:C;6GNJ-B:C;6GNK-A:C	Bacteria	True	233	209	0.896	0.8878804298237253	0.6363635640495949	0.6292134124479312	0.993	2047	2047	9
P61088	Q5ZTL4	9606.0	272624.0	6KFP-B:A;6KG6-G:B;6KL4-B:A;6P5B-C:A;6ULH-C:A;6UMP-C:A;6UMS-C:A;7BXG-B:A	Bacteria	True	152	384	0.475	0.8434746090756098	0.5781249096679828	0.4111110654321038	0.959	1960	25	0
O95486	P03522	9606.0	11285.0	3EGD-B:D	Viruses	False	730	7	0.003	0.3008735671223772	0.0	0.0	0.989	2047	524	3
P31946	Q9I788	9606.0	208964.0	6GNN-A:C	Bacteria	True	225	197	0.817	0.8798306281058117	0.5568181185433956	0.6999999000000142	0.998	2047	2047	12
P15144	Q1HVK2	9606.0	11137.0	6U7G-A:C;6U7G-B:D	Viruses	True	900	118	0.004	0.3064975903145008	0.0	0.0	1.0	2047	725	10
P06788	Q15678	333761.0	9606.0	6IWD-B:A	Viruses	True	48	289	0.0	0.546281722941689	0.3194444000771666	0.7187497753906951	0.0	2047	479	0
P04591	P20039	11706.0	9606.0	6CPL-C:B;6CPN-C:B;6CQL-C:B;6CQN-C:B	Viruses	False	16	190	0.003	0.1946134044719097	0.3414633313504069	0.4374998632812927	1.0	2047	2047	1
P01730	P19551	9606.0	11704.0	2NXZ-B:A;2NY0-B:A;2NY2-B:A;2NY4-B:A;2NY5-C:G	Viruses	False	181	283	0.425	0.4107159717567024	0.7435895529257556	0.5178570503826695	0.934	2047	2047	0
P08411	Q13283	11033.0	9606.0	5FW5-C:A	Viruses	False	23	138	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	47
P21579	Q9LBR1	9606.0	1491.0	4ISQ-D:C;4ISQ-E:B	Bacteria	False	15	414	0.0	0.2751074898355078	0.0	0.0	0.0	2047	92	0
C5MK56	Q3KSS4	9606.0	10376.0	4PRD-A:C;4PRH-A:C	Viruses	False	276	11	0.0	0.4976536375671108	0.0144927515227896	0.0333333222222259	0.0	2047	191	3
Q08FX8	Q16611	305674.0	9606.0	4UF1-A:B	Viruses	False	131	22	0.071	0.2807794515210269	0.1315789127423913	0.1470587802768293	0.963	2047	25	0
A0A140GKJ0	Q03519	10298.0	9606.0	5U1D-X:B	Viruses	False	55	552	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
Q5ZSQ3	Q9H0U4	272624.0	9606.0	3JZA-B:A	Bacteria	False	193	168	0.008	0.8430858052878343	0.3035713743622545	0.2266666364444484	1.0	2047	2047	1
P03126	Q9HD26	333760.0	9606.0	4JOP-C:A;4JOP-D:A;4JOP-D:B	Viruses	False	7	87	0.0	0.270608758564778	0.1724137633769373	0.3225805411030513	0.0	2047	1134	2
P03305	P05161	73482.0	9606.0	6FFA-A:B	Viruses	False	155	76	0.0	0.2756298191827559	0.0	0.0	0.0	2047	2047	32
A4GWL5	P12830	1639.0	9606.0	2OMX-A:B	Bacteria	False	453	103	0.009	0.2403018281514259	0.0357142793367358	0.0294117603806234	0.989	2047	2047	1023
B5Z8H1	P13688	563041.0	9606.0	6GBG-A:D	Bacteria	False	321	108	0.938	0.6058080297269137	0.7272725950413463	0.7272725950413463	0.998	2047	2047	0
P01903	P0A0L5	9606.0	1280.0	1JWM-A:D;1JWS-A:D;1JWU-A:D;1KLG-A:D;1KLU-A:D;1SJE-A:D;1SJH-A:D;1T5X-A:D;2IPK-A:D	Bacteria	False	180	232	0.011	0.4839735010729395	0.0666666518518551	0.076923057199216	0.996	2047	426	1
P68036	Q6RCR4	9606.0	446.0	6CP2-B:A	Bacteria	False	152	501	0.148	0.817018226872793	0.5909088223141716	0.1999999692307739	0.998	2047	591	2
P12497	P49792	11698.0	9606.0	4LQW-C:A;4LQW-C:B;4LQW-D:A	Viruses	False	146	168	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	1
O43521	P0C736	9606.0	10376.0	2V6Q-B:A	Viruses	False	23	155	0.796	0.7548383479704872	0.4861110435956883	0.8749997812500546	0.994	1328	669	0
P03366	P18465	11678.0	9606.0	5T6Z-C:A;5T70-C:A	Viruses	False	10	275	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	1
P30685	Q3KSS4	9606.0	10376.0	4PR5-A:C	Viruses	False	276	11	0.0	0.5028903708210067	0.0731707227840582	0.1999999333333555	0.0	2047	191	3
P11233	P15879	9606.0	29342.0	2A78-A:B;2A9K-A:B	Viruses	False	170	207	0.011	0.7058187282042653	0.1764705536332247	0.2093022769064472	1.0	2047	1927	0
B7SCI5	Q9Y5X3	813.0	9606.0	5TGI-C:A;5TGI-C:B;5TGI-D:A;5TGI-D:B;5TGJ-B:A;5TGJ-B:C;5TGJ-D:A;5TGJ-D:C;5WY2-B:A;5WY2-D:C	Bacteria	False	22	149	0.945	0.6508816691007762	0.4999999193548517	0.7209300648999849	1.0	2047	15	0
Q5ZU83	Q9H8S9	272624.0	9606.0	6MCP-A:B;6MCP-C:D;6MCQ-A:B;6MCQ-C:D	Bacteria	True	519	181	0.755	0.795390276564125	0.6486485609934377	0.6233765424186308	0.989	2047	115	0
A0A0C5HAL9	O60563	11676.0	9606.0	6CYT-D:B	Viruses	False	48	255	0.668	0.6986259891283222	0.7023808687641823	0.808219067367251	1.0	2047	2047	0
P0DJ89	Q9UHR4	83334.0	9606.0	2KXC-B:A;2LNH-C:B	Bacteria	False	47	64	0.0	0.4081708111369853	0.0	0.0	0.0	2047	214	0
P30480	Q70A36	9606.0	11676.0	4U1J-A:C	Viruses	False	277	9	0.0	0.3780813640503982	0.3191488682661982	0.4999998333333889	0.0	2047	2047	0
Q6P5S8	Q993A8	9606.0	11676.0	2NY1-C:A;2NY3-C:A	Viruses	False	188	298	0.005	0.237963476213092	0.0769230177515248	0.1249998437501953	0.931	2047	2047	0
I3XMW8	Q07817	10407.0	9606.0	5B1Z-C:A;5B1Z-D:B	Viruses	False	18	144	0.093	0.3451221500235891	0.4032257414152029	0.6944442515432634	0.959	2047	1055	2
I0AXC3	Q6N089	1159784.0	9606.0	5W42-A:H	Viruses	False	319	161	0.0	0.2246337167593763	0.1666666111111296	0.2083332465278139	0.0	2047	2045	0
O75475	P12497	9606.0	11698.0	2B4J-D:B	Viruses	False	80	144	0.0	0.2128442987499794	0.0	0.0	0.0	2047	2047	0
P0C6X9	P0CG47	11142.0	9606.0	5WFI-A:C;5WFI-B:D	Viruses	False	302	76	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
P04439	Q9YV12	9606.0	11676.0	3RL1-A:C	Viruses	False	274	9	0.0	0.3966788381897483	0.0	0.0	0.0	2047	2047	1
B9V0E2	S6B2A6	595609.0	9606.0	6BKD-E:H	Viruses	False	146	180	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	0
C9JGG1	P06437	9606.0	10306.0	3WV0-A:X;3WV0-B:Y	Viruses	False	117	7	0.0	0.2759033252887428	0.0	0.0	0.0	1735	427	0
Q8IZA0	Q9WBP8	9606.0	85106.0	6JCQ-R:A	Viruses	True	91	518	0.001	0.215242035899396	0.0	0.0	1.0	2047	767	10
B7SCI5	Q86XE0	813.0	9606.0	6E8R-C:A;6E8R-D:B	Bacteria	True	20	142	0.923	0.6830137017455592	0.7297295325055317	0.8437497363282073	1.0	2047	15	0
Q8ZNR3	Q9BRZ2	99287.0	9606.0	5JW7-A:B	Bacteria	False	259	61	0.732	0.6292814304953696	0.1869158703816943	0.6666664444445185	0.956	2047	288	2
P0A2N1	Q13164	149539.0	9606.0	2Q8Y-A:B	Bacteria	False	212	7	0.005	0.4214049505524706	0.0444444395061733	0.2105262049862079	0.995	2047	118	2
A2NUT2	P05877	9606.0	11696.0	4M1D-L:P;4M1D-M:Q	Viruses	False	207	12	0.013	0.2377271709275521	0.0	0.0	0.943	2047	2047	0
P10415	Q99HR6	9606.0	489501.0	5FCG-A:C	Viruses	False	138	26	0.108	0.2731058789644486	0.4482757847800371	0.5909089566116007	0.921	2047	1111	2
P01730	P04578	9606.0	11706.0	1G9M-C:G;1GC1-C:G;1RZJ-C:G	Viruses	False	181	299	0.46	0.6213354657753062	0.7659572838388757	0.6101693881068834	0.968	2047	2047	0
P78310	Q80S15	9606.0	52275.0	2J12-B:A	Viruses	False	120	182	0.726	0.7883842482077054	0.4705881430219327	0.5581394050838593	0.997	2047	270	0
P03255	Q92793	28285.0	9606.0	2KJE-B:A	Viruses	False	39	92	0.0	0.2484451813622618	0.0	0.0	0.0	2047	251	0
D1CDN2	Q15750	525904.0	9606.0	5DIY-A:P;5DIY-B:Q	Bacteria	False	464	5	0.016	0.5547849949016239	0.0327868798710032	0.1428570408163994	0.998	2047	2047	673
P20963	Q5QGG3	9606.0	11723.0	3IOZ-B:A	Viruses	False	16	109	0.0	0.3148570909290211	0.0	0.0	0.0	2047	943	0
P05534	Q9WPU2	9606.0	11676.0	3VXS-A:C	Viruses	False	274	10	0.0	0.2692040355750681	0.0	0.0	0.0	2047	2047	0
Q6I9S9	Q80KM9	9606.0	10359.0	5WB2-B:A	Viruses	False	64	292	0.284	0.7551212549213554	0.3150684715706526	0.7796608848032398	0.892	2047	2047	636
P03536	Q04637	37137.0	9606.0	1LJ2-A:C;1LJ2-A:D;1LJ2-B:C;1LJ2-B:D	Viruses	False	108	27	0.0	0.2060658314101114	0.0	0.0	0.0	2047	140	1
P02671	Q6GDH2	9606.0	282458.0	4F27-Q:A	Bacteria	False	12	331	0.0	0.2234386447755574	0.0	0.0	0.0	2047	2047	1023
J7H333	P52799	1221391.0	9606.0	6P7Y-A:B;6P7Y-C:B;6P7Y-C:D	Viruses	True	430	136	0.5	0.6427787857719728	0.7258063345473653	0.6617646085640281	0.988	2047	219	0
Q99816	Q9YP46	9606.0	11676.0	3P9G-A:B;3P9H-A:B	Viruses	False	140	8	0.0	0.3450969520020883	0.2363635933884375	0.619047324263179	0.0	2047	2047	0
Q2HR73	Q93009	868565.0	9606.0	2XXN-B:A	Viruses	False	15	143	0.0	0.3306710256900284	0.0	0.0	0.0	2047	382	0
P03206	P30460	10377.0	9606.0	3SPV-C:A	Viruses	False	8	276	0.0	0.2117335400270612	0.399999920000016	0.6666664444445185	0.0	2047	15	0
P01552	P01903	1280.0	9606.0	1D5M-C:A;1D5X-C:A;1D5Z-C:A;1D6E-C:A;2SEB-D:A	Bacteria	False	227	181	0.02	0.3105571784631281	0.285714217687091	0.292682855443206	1.0	2047	383	1
P03211	P30685	10377.0	9606.0	3MV7-C:A;3MV8-C:A;3MV9-C:A	Viruses	False	11	276	0.0	0.3179670586283022	0.3333332716049497	0.5806449739854923	0.0	2047	244	5
P19893	P63165	10360.0	9606.0	6K5T-B:A	Viruses	True	12	77	0.0	0.6690211968722857	0.442307607248537	0.9199996320001472	0.0	2047	72	0
A7UPX0	Q6PIL8	464623.0	9606.0	5UG0-A:C	Viruses	False	325	195	0.003	0.2889869477348078	0.0454545247933978	0.1249998437501953	0.997	2047	2047	0
P03126	P04637	333760.0	9606.0	4XR8-F:C;4XR8-H:C;4XR8-H:D	Viruses	False	147	199	0.008	0.7303465018969397	0.0990098911871394	0.1515151285583138	1.0	2047	1134	2
P0CG48	Q5ZTL4	9606.0	272624.0	6P5B-E:A;6ULH-E:A;6UMP-E:A;6UMS-E:A;7BXG-D:A	Bacteria	True	75	384	0.012	0.2199075684122977	0.0476190249433214	0.0121951204640096	0.995	2047	25	3
A7UPX0	Q6N089	464623.0	9606.0	5UG0-A:D	Viruses	False	325	194	0.024	0.3438562308599656	0.0	0.0	0.931	2047	2047	0
B7MJ81	Q9HD34	585035.0	9606.0	5WGB-C:B;6UXE-C:B	Bacteria	False	75	84	0.869	0.863026681999812	0.7142854591837646	0.6896549346017466	0.979	2047	2047	1023
P03169	P30460	10363.0	9606.0	4QRU-C:A	Viruses	False	9	276	0.002	0.4610684295514096	0.540540394448542	0.6451610822061026	1.0	2047	47	5
O36972	Q08209	10500.0	9606.0	4F0Z-C:A	Viruses	False	30	357	0.135	0.4852386791027586	0.3896103390116442	0.5454544462810097	0.997	2047	2047	1023
O00401	P0DJ89	9606.0	83334.0	2LNH-A:C	Bacteria	False	64	47	0.0	0.2990081598023695	0.0588235224913502	0.1388888503086526	0.0	2047	214	0
P01892	P14079	9606.0	11927.0	1AO7-A:C;1BD2-A:C;1HHK-A:C;2AV7-A:C	Viruses	False	275	9	0.0	-1.0	-1.0	-1.0	0.0	2047	106	0
B7UCZ5	P01130	582817.0	9606.0	5OYL-A:D	Viruses	False	410	42	0.003	0.2651761085951699	0.0	0.0	1.0	2047	500	5
P05362	Q6VY96	9606.0	12069.0	1Z7Z-I:1	Viruses	False	432	214	0.001	0.2224690761586171	0.0	0.0	0.945	2047	2047	0
A0A2K9Y515	Q9H3P7	42789.0	9606.0	6HM8-B:A	Viruses	True	43	128	0.0	-1.0	-1.0	-1.0	0.0	2047	1651	16
P03206	P30685	10377.0	9606.0	1ZSD-C:A;2AXF-C:A;2AXG-C:A;3KWW-C:A	Viruses	False	23	276	0.0	-1.0	-1.0	-1.0	0.0	2047	7	0
P02786	Q8AZ57	9606.0	11628.0	3KAS-A:B	Viruses	False	633	156	0.004	0.3215685224708646	0.0	0.0	0.987	2047	263	1
P18139	P30685	10363.0	9606.0	3BWA-C:A;4QRR-P:A	Viruses	False	17	276	0.0	0.2321575544053136	0.0	0.0	0.0	2047	77	5
Q13637	Q6EAT3	9606.0	28901.0	5OEC-B:A;5OED-B:A	Bacteria	False	166	194	0.783	0.8287307123635977	0.7049179172265709	0.6515150528007495	0.943	2047	10	0
L7MTK7	P01854	562.0	9606.0	4GRG-A:D;4GRG-B:C	Bacteria	False	80	213	0.0	-1.0	-1.0	-1.0	0.0	-1	-1	-1
P19893	P55854	10360.0	9606.0	6K5R-B:A	Viruses	True	12	77	0.004	0.6401674549442087	0.3333332748538114	0.8260865973536533	1.0	2047	72	0
A3EX94	P27487	694007.0	9606.0	4QZV-B:A;4QZV-D:C	Viruses	False	208	727	0.001	0.2612426964960357	0.0	0.0	1.0	2047	2047	8
O00459	Q99AU3	9606.0	88776.0	6OX7-C:A;6OX7-C:B;6OX7-D:A;6OX7-D:B;6U28-C:A;6U28-C:B;6U28-D:A;6U28-D:B	Viruses	True	142	126	0.013	0.2673706774976168	0.0	0.0	1.0	2047	203	0
P68036	Q8ZNR3	9606.0	99287.0	3SY2-C:A;3SY2-C:B;3SY2-D:A;3SY2-D:B	Bacteria	False	154	616	0.89	0.8745094636852354	0.7142855102041399	0.4807691383136272	1.0	2047	2047	4
P15144	Q1HVL8	9606.0	11137.0	6U7E-A:C;6U7E-B:D	Viruses	True	900	118	0.003	0.273685270679867	0.0	0.0	1.0	2047	1944	11
P31345	P52294	392809.0	9606.0	2JDQ-D:B;2JDQ-E:A	Viruses	False	66	426	0.002	0.2478837833765227	0.0	0.0	1.0	2047	715	0
P01892	Q9Q0U7	9606.0	93838.0	5SWQ-A:C	Viruses	False	274	9	0.0	0.2411042977871292	0.4999996875001953	0.3199998720000512	0.0	2047	844	0
P52630	Q32ZE1	9606.0	64320.0	6UX2-A:B	Viruses	True	619	599	0.0	-1.0	-1.0	-1.0	0.0	2047	2047	14
A7UPX0	Q6GMX4	464623.0	9606.0	5W6G-A:L	Viruses	False	322	200	0.003	0.2263727652692789	0.2499996875003906	0.1428570408163994	0.994	2047	2047	0
O60502	Q0TR53	9606.0	195103.0	2YDQ-T:A	Bacteria	False	7	577	0.0	0.24897447479454	0.0	0.0	0.0	2047	2047	1023
B0B9A0	P0CG47	471472.0	9606.0	6FDK-A:B;6GZS-A:B	Bacteria	False	250	75	0.015	0.5521466093267345	0.7083331857639196	0.7234041014033826	0.988	2047	45	3
P26664	Q7Z434	11104.0	9606.0	3RC5-A:B	Viruses	False	163	7	0.0	-1.0	-1.0	-1.0	0.0	2047	467	0
P20963	P31818	9606.0	31682.0	3IK5-D:C	Viruses	False	15	114	0.0	0.3792363159546657	0.0	0.0	0.0	2047	943	0
P08603	Q9JXV4	9606.0	122586.0	4AYD-A:D;4AYD-B:C;4AYD-B:D;4AYD-E:C;4AYE-A:D;4AYE-A:F;4AYE-B:C;4AYE-B:D	Bacteria	False	123	245	0.017	0.278108120269112	0.3333329629633745	0.0365853613920291	0.952	2047	2047	0
P03300	P15151	12081.0	9606.0	3EPC-1:R;3EPC-2:R;3J8F-1:7;3J8F-3:7	Viruses	False	785	306	0.001	0.2377366338191621	0.0	0.0	1.0	2047	2047	17
P62820	Q7BU69	9606.0	623.0	4FMB-D:C;4FMB-F:E	Bacteria	False	171	345	0.9	0.8286809020343981	0.761193916239714	0.7183097579845411	0.998	2047	23	0
Q06124	Q9RF15	9606.0	210.0	5X7B-A:L;5X7B-A:N	Bacteria	False	206	8	0.0	0.2323531957063136	0.0	0.0	0.0	2047	2047	0
