pair	NumResProt1	NumResProt2	AlignRate	DockQ_AFM	TMScore_AFM	RMSD_AFM	iRMSD_AFM	lRMSD_AFM	DockQ_ESM	TMScore_ESM	RMSD_ESM	iRMSD_ESM	lRMSD_ESM	DockQ_GD	TMScore_GD	RMSD_GD	iRMSD_GD	lRMSD_GD	DockQ_RD	TMScore_RD	RMSD_RD	iRMSD_RD	lRMSD_RD	DockQ_DD	TMScore_DD	RMSD_DD	iRMSD_DD	lRMSD_DD	DockQ_DDb	TMScore_DDb	RMSD_DDb	iRMSD_DDb	lRMSD_DDb	Domain	Date_after_train	AFM_Score	Ires_Precision	Ires_Recall
P04608_P50750	49	329	1.0	0.021	0.82326	1.36	14.957	35.726	0.08900000000000001	0.8237700000000001	1.81	4.65	26.105	0.0	0.0	0.0	0.0	0.0	0.008	0.8143199999999999	1.55	18.486	62.842	0.038	0.81419	1.56	6.815	31.749000000000002	0.032	0.86545	0.65	8.222000000000001	32.709	Viruses	False	0.6263706482050402	0.0344827526753874	0.1666665277778935
P01903_P04664	178	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.91589	0.69	13.534	32.562	0.016	0.9162899999999999	0.68	15.196	41.736000000000004	0.027000000000000003	0.92353	0.5	11.942	32.154	0.022000000000000002	0.93194	0.0	13.36	35.65	Viruses	False	0.3237851286602589	0.0555555452674916	0.0909090633608898
Q9H2E6_V5T923	536	219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.7099300000000001	0.0	27.156	76.417	Bacteria	True	-1.0	-1.0	-1.0
O41925_P47992	371	66	1.0	0.8320000000000001	0.9822	1.05	0.943	2.3680000000000003	0.0	0.0	0.0	0.0	0.0	0.016	0.84577	0.95	15.765999999999998	43.011	0.045	0.8549700000000001	1.23	12.462	23.088	0.013999999999999999	0.85149	0.71	14.77	46.585	0.013000000000000001	0.8588	0.0	15.384	47.941	Viruses	False	0.5562886714518245	0.5925923731139359	0.3199999360000127
P10844_P21579	849	18	1.0	0.002	0.93484	1.31	50.093999999999994	125.90899999999999	0.003	0.58567	4.06	35.297	97.02600000000001	0.006	0.9492700000000001	0.79	25.809	73.312	0.021	0.95236	0.76	13.217	36.411	0.009000000000000001	0.95142	0.71	21.526	58.45399999999999	0.036000000000000004	0.94673	0.75	11.359000000000002	26.975	Bacteria	False	0.3046843972626785	0.0645161082206102	0.0606060422405932
O00499_Q8JUX6	81	17	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.67033	1.9	13.623	33.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.68172	1.8	8.221	23.82	Viruses	False	-1.0	-1.0	-1.0
P00747_P17811	10	275	0.996	0.031	0.9287	0.96	9.266	31.725	0.027000000000000003	0.92035	1.15	10.067	34.317	0.018000000000000002	0.92089	1.15	12.292	42.448	0.013999999999999999	0.9230299999999999	1.08	14.020999999999999	47.655	0.059000000000000004	0.9262600000000001	1.18	6.877999999999999	21.846	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2883922684973771	0.173912967863927	0.19999990000005
P80098_Q2F862	60	217	1.0	0.838	0.97783	1.01	1.119	1.439	0.011000000000000001	0.51627	3.86	18.772000000000002	50.906000000000006	0.13699999999999998	0.80191	2.03	5.075	13.286	0.113	0.82073	2.14	7.566	12.978	0.017	0.7661399999999999	1.02	16.401	39.867	0.051	0.8013899999999999	1.32	13.511	25.388	Viruses	False	0.7626770481388714	0.6964284470663487	0.7959182049146519
P0CG48_P19811	75	127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.35463	1.45	32.446999999999996	88.993	0.005	0.35297	1.08	28.055	77.79	0.016	0.62871	0.0	11.868	46.967	Viruses	False	-1.0	-1.0	-1.0
P01903_Q03909	180	13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.9108	0.92	67.586	182.12400000000002	0.067	0.91105	1.01	12.276	31.486	0.027000000000000003	0.91361	0.86	12.007	32.126	0.038	0.9326399999999999	0.0	9.823	26.92	Viruses	False	0.2813888258866415	0.1666665972222511	0.1176470242214634
P62979_Q5ZTL4	73	374	0.997	0.012	0.8258	0.84	21.045	46.486999999999995	0.0	0.0	0.0	0.0	0.0	0.031	0.83624	1.07	13.434000000000001	28.476	0.02	0.8215399999999999	1.12	15.864	37.093	0.013999999999999999	0.8195100000000001	1.0	19.813	43.081	0.1	0.8797299999999999	1.36	9.995	16.645	Bacteria	True	0.2673744125546978	0.1999999500000124	0.1066666524444463
Q5ZUV9_Q9GZQ8	405	115	1.0	0.013999999999999999	0.75644	1.84	20.518	44.13	0.008	0.48825	4.21	20.953000000000003	61.563	0.008	0.6965600000000001	2.39	15.522	68.053	0.0	0.0	0.0	0.0	0.0	0.005	0.6992	2.21	24.338	81.47800000000001	0.005	0.77885	0.0	26.055999999999997	82.16799999999999	Bacteria	False	0.6794608404099374	0.0454545351239692	0.099999950000025
P13051_P14739	220	82	0.997	0.904	0.9871200000000001	0.52	0.547	0.986	0.01	0.71862	0.59	19.461	55.187	0.8009999999999999	0.9666399999999999	1.23	1.182	2.9019999999999997	0.057999999999999996	0.76348	1.8	8.536	21.69	0.042	0.79264	1.87	14.502	23.374000000000002	0.011000000000000001	0.73115	0.0	17.226	53.263999999999996	Viruses	False	0.9107439172675031	0.6470586966551575	0.7021275101856361
A7UPX0_S6B2B6	322	178	0.9940000000000001	0.006999999999999999	0.5759	1.25	17.651	75.63600000000001	0.005	0.3143	5.1	21.089000000000002	81.828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.57252	1.33	22.49	106.083	0.005	0.59165	0.0	18.547	95.039	Viruses	False	0.3293115837893946	0.1025640762656214	0.2352939792388357
C5MK56_Q1HVF7	276	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366	0.96895	0.7	2.25	7.206	0.047	0.95586	0.49	7.337000000000001	25.348000000000003	0.018000000000000002	0.9587700000000001	0.34	12.025	41.736999999999995	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.6193207306159676	0.0	0.0
P02751_P14738	180	39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35200000000000004	0.9246700000000001	1.12	2.8939999999999997	7.54	Bacteria	False	-1.0	-1.0	-1.0
B0BXR4_P18206	46	257	1.0	0.004	0.81198	2.3	29.044	88.01299999999999	0.048	0.73259	3.23	10.58	30.279	0.018000000000000002	0.72444	2.96	16.185	39.397	0.01	0.589	3.97	19.223	52.69	0.006	0.73106	2.89	26.838	68.031	0.016	0.9166700000000001	0.0	15.915999999999999	42.908	Bacteria	False	0.5994800294581056	0.380530939776023	0.5374999328125084
P03524_P29074	13	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.95425	0.3	4.136	14.675999999999998	Viruses	False	0.3195293836937605	0.0	0.0
Q786F2_Q96NY8	411	114	0.983	0.012	0.76953	1.07	16.602999999999998	51.449	0.008	0.6237699999999999	4.09	25.778000000000002	58.417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.78286	0.0	21.648000000000003	49.048	Viruses	False	0.3008080999334307	0.3243242366691252	0.1411764539792407
Q72497_Q99816	9	138	0.986	0.882	0.97324	0.87	0.578	1.2109999999999999	0.008	0.9037700000000001	0.95	22.659000000000002	62.466	0.0	0.0	0.0	0.0	0.0	0.006	0.8847799999999999	1.29	25.423000000000002	68.921	0.024	0.9002899999999999	1.13	12.798	34.049	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3477951662822429	0.6774191363164076	0.8749996354168186
P08603_Q19KF7	120	242	0.997	0.7390000000000001	0.95389	1.66	1.173	3.94	0.004	0.54306	2.54	34.784	82.12700000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.68387	1.16	23.234	44.263999999999996	0.027000000000000003	0.73054	1.99	14.911	30.598000000000003	Bacteria	False	0.7348854899480401	0.8235292906574572	0.7777776697531014
O60885_Q8UN00	79	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.451	0.7507699999999999	2.08	2.807	6.244	Viruses	False	0.2569712747909997	0.0189573455223377	0.2162161577794168
P06731_Q57254	107	123	0.9209999999999999	0.465	0.78863	2.53	2.25	5.369	0.002	0.4187	2.67	51.856	111.79799999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.48731	2.39	15.714	50.63	0.013999999999999999	0.56522	0.0	12.742	49.839	Bacteria	False	0.6594951015188266	0.6315787811634785	0.7058821453287807
P02671_Q7A382	12	316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.2209451409618353	0.0	0.0
P78310_Q64823	120	182	1.0	0.012	0.59867	0.56	21.203000000000003	46.858000000000004	0.006	0.37977	1.49	26.024	69.814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.5844846181902121	0.0749999812500046	0.0789473476454348
P78406_Q8B0H7	331	174	0.998	0.623	0.9512	1.86	1.3319999999999999	6.081	0.012	0.64855	0.95	19.418	47.882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033	0.6948	2.32	15.288	26.941999999999997	Viruses	False	0.7751263515157657	0.5882351787774159	0.6666665185185514
P12504_Q15370	35	118	1.0	0.016	0.84315	0.61	13.886	43.505	0.053	0.79911	1.08	8.833	21.982	0.017	0.55792	2.5	11.433	44.771	0.011000000000000001	0.54962	2.44	15.433	54.036	0.044000000000000004	0.7217399999999999	1.99	14.92	22.673000000000002	0.12	0.5827	2.06	6.394	12.744000000000002	Viruses	False	0.6567971537455122	0.0217391257088857	0.0714285204081997
Q66479_Q9H3P7	40	124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.74231	0.89	16.924	36.558	0.051	0.75839	1.43	11.222999999999999	23.775	0.017	0.74236	0.72	17.723	39.644	0.02	0.72275	1.04	16.727999999999998	36.262	Viruses	True	-1.0	-1.0	-1.0
P04229_P0A0M0	180	212	1.0	0.006999999999999999	0.53985	0.3	14.982999999999999	83.454	0.008	0.29315	3.63	15.892999999999999	67.907	0.015	0.5634399999999999	2.13	10.593	53.879	0.006999999999999999	0.53489	0.76	17.006	72.098	0.013999999999999999	0.58544	2.32	17.45	44.592	0.019	0.60037	2.12	13.140999999999998	39.181	Bacteria	False	0.23574301055361901	0.0	0.0
P35968_P52584	186	93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.70522	1.72	10.747	21.776	Viruses	False	0.6048726905579829	0.5405403944485421	0.6060604224059325
P05164_Q2G0X2	578	70	1.0	0.951	0.99284	1.03	0.527	0.948	0.01	0.87087	1.7	19.288	52.693000000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.8917200000000001	0.35	19.439	58.538999999999994	Bacteria	False	0.7798334684427359	0.5949366335523248	0.6811593215711128
Q15843_Q7N439	74	249	0.997	0.917	0.9940100000000001	0.52	0.473	0.887	0.028999999999999998	0.46168000000000003	3.84	16.485	37.305	0.105	0.80629	1.81	8.424	15.41	0.07200000000000001	0.76863	1.43	8.603	23.17	0.048	0.7637	1.28	10.649000000000001	27.750999999999998	0.011000000000000001	0.7716	0.0	20.628	51.619	Bacteria	False	0.8958528572263734	0.7121211042240749	0.7966100344728755
P0ABE7_P50052	59	305	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.77313	2.24	15.385	49.088	0.009000000000000001	0.73678	2.15	18.118	61.428999999999995	0.009000000000000001	0.73861	2.13	19.252	57.043	0.009000000000000001	0.73879	2.11	18.242	58.473	0.006999999999999999	0.83836	0.0	20.451	66.577	Bacteria	True	0.2805289203157436	0.0	0.0
D0ZRB2_P10599	600	105	0.9790000000000001	0.898	0.9620299999999999	1.53	0.5920000000000001	2.682	0.036000000000000004	0.44682	3.67	15.017999999999999	25.975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.82704	1.17	25.904	78.955	Bacteria	False	0.7723868401212016	0.7749998062500484	0.4025973503120324
P26664_Q8IUC6	163	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
P01892_P03485	275	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026000000000000002	0.9506	0.88	9.531	35.286	0.01	0.95339	0.81	15.345999999999998	57.101000000000006	0.03	0.9561700000000001	0.73	8.948	33.249	0.019	0.96831	0.0	11.421	42.177	Viruses	False	0.22747297362674299	0.2571427836734903	0.3461537130178027
P04610_Q92831	10	114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2287627941780375	0.1851851165981049	0.2272726239669891
E5LC01_O60885	19	83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	-1.0	-1.0	-1.0
P01889_Q6SW59	275	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.92845	1.19	4.524	24.983	0.077	0.92551	1.25	4.192	23.185	0.013000000000000001	0.92781	1.2	11.321	55.958	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2179914686934616	0.0	0.0
B9V0E2_Q8TCD0	142	169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028999999999999998	0.5411600000000001	1.79	9.975	31.92	0.023	0.6168399999999999	1.62	15.882	33.902	Viruses	False	-1.0	-1.0	-1.0
P24768_Q13618	196	342	0.9940000000000001	0.7190000000000001	0.9526700000000001	1.96	1.3940000000000001	3.19	0.009000000000000001	0.6153	1.64	22.166	56.407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.67197	2.14	7.172999999999999	26.348000000000003	Viruses	True	0.6508471457574942	0.5454544462810097	0.697674256354824
P13746_R4P6M5	274	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2307748192021124	0.3076921893491579	0.2666665777778074
P05534_Q9Q5D4	274	10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.7256045970410185	0.0740740649291277	0.206896480380524
A0A0X9JHC1_P05534	11	274	0.9329999999999999	0.013999999999999999	0.92564	0.88	12.735	50.727	0.013000000000000001	0.91358	1.18	13.617	50.371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.9502700000000001	0.68	10.145	42.784	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.5565409602453916	0.3703703017832774	0.5714284081633119
P05161_Q6TQR6	77	160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009000000000000001	0.6319899999999999	1.09	22.482	57.468999999999994	0.034	0.66727	1.69	14.577	26.679000000000002	0.017	0.67782	0.0	13.75	41.556999999999995	Viruses	False	-1.0	-1.0	-1.0
P0CG47_Q6RCR4	77	501	0.929	0.22899999999999998	0.70595	2.78	9.805	6.371	0.006999999999999999	0.26869	7.11	27.788	60.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024	0.67356	2.55	17.577	36.634	0.003	0.8655200000000001	0.0	39.441	100.368	Bacteria	False	0.349000684767453	0.5957445540969033	0.4242423599632787
P03180_Q13651	142	199	0.977	0.635	0.86556	1.02	0.713	21.974	0.027000000000000003	0.52754	3.28	12.251	31.837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037000000000000005	0.60907	2.04	10.062000000000001	27.261999999999997	0.013000000000000001	0.5876	1.62	23.139	44.407	Viruses	False	0.7366169502835618	0.6046510221741809	0.6666664957265395
P52799_Q9IH62	135	412	0.985	0.43200000000000005	0.95762	1.57	1.79	10.652000000000001	0.013000000000000001	0.6634399999999999	2.98	19.133	47.141999999999996	0.132	0.82509	2.64	6.35	13.395	0.013000000000000001	0.74607	0.7	20.249000000000002	46.507	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.7509100000000001	0.0	22.488000000000003	64.173	Viruses	False	0.6557541462303382	0.6764704887543399	0.7540982370330759
C6UYL8_Q9UQB8	12	225	1.0	0.002	0.91666	1.74	42.537	131.06	0.013000000000000001	0.86062	2.0	16.83	48.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.3995635477575273	0.1417322723045455	0.7826083553876716
P03205_P04229	135	188	0.94	0.023	0.5945	1.74	12.213	35.199	0.009000000000000001	0.36821	2.28	17.883	58.713	0.01	0.57198	0.81	17.125999999999998	55.295	0.017	0.57513	0.63	12.93	43.375	0.006999999999999999	0.5763199999999999	0.55	22.775	65.611	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.2111924609842581	0.2413792271106113	0.2592591632373469
P05889_P62937	12	165	1.0	0.003	0.93329	0.34	31.87	93.06700000000001	0.01	0.9287	0.51	18.958	54.073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.8115579958351771	0.6333331222222927	0.8636359710745586
Q8BES6_Q9H3P7	31	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10300000000000001	0.82975	0.98	8.184	18.413	Viruses	False	-1.0	-1.0	-1.0
Q56061_Q8IWE5	308	105	0.8490000000000001	0.003	0.48802	3.07	54.446999999999996	93.245	0.006	0.19489	3.38	36.979	64.97399999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013999999999999999	0.7373	0.84	12.757	50.919	Bacteria	False	0.2609913100907254	0.0833332986111255	0.0540540394448542
K4LC41_P05161	258	152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.60182	2.63	22.296999999999997	47.538999999999994	0.025	0.6469	3.0	17.06	31.601	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.62855	0.09	20.315	45.56	Viruses	False	-1.0	-1.0	-1.0
P08393_Q93009	13	546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3030518843583231	0.0	0.0
P17763_S6B291	83	189	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.122	0.7299800000000001	0.83	11.455	36.954	Viruses	False	-1.0	-1.0	-1.0
P04862_P42224	106	123	1.0	0.005	0.52679	0.86	33.816	76.281	0.004	0.52381	0.98	32.61	84.931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013000000000000001	0.5368	0.0	18.145	46.333	Viruses	False	0.2608864179750427	0.0	0.0
P01730_Q70145	363	398	0.657	0.235	0.75193	3.85	9.789	8.081	0.012	0.30059	1.22	39.85	44.526	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011000000000000001	0.7007899999999999	1.15	16.317	53.601000000000006	Viruses	True	0.3155119070512105	0.8235289273359251	0.1917807956464663
P0CG47_Q6RCR0	76	1129	0.9590000000000001	0.019	0.90579	1.59	17.311	37.577	0.012	0.30632	4.9	13.319	55.387	0.012	0.31189	2.03	22.638	46.226000000000006	0.021	0.8371299999999999	3.12	11.995	37.729	0.018000000000000002	0.84	2.93	16.303	39.148	0.006	0.31748000000000004	1.91	27.11	69.781	Bacteria	False	0.6153839315206874	0.3538460994082923	0.2395833083767387
A0A0E8IWL6_P68871	332	146	0.0	0.0	0.0	0.0	0.0	0.0	0.022000000000000002	0.37786	3.45	23.463	33.171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.040999999999999995	0.69439	1.96	7.645	27.523000000000003	Bacteria	True	-1.0	-1.0	-1.0
Q70AA1_Q9MYI6	11	274	1.0	0.067	0.94944	0.75	6.061	20.666	0.09699999999999999	0.90079	1.69	4.825	16.777	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.3992900178312012	0.3225805931321623	0.6451610822061026
O60486_Q8JL80	747	382	0.995	0.752	0.9666600000000001	1.77	1.359	2.7439999999999998	0.008	0.50436	3.05	23.412	59.525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006999999999999999	0.5491	1.39	18.134	73.609	Viruses	False	0.7990008246122914	0.7380950623583185	0.6199998760000247
P13423_P58335	676	170	0.935	0.07	0.83767	2.29	11.512	17.392	0.006999999999999999	0.46366	4.43	27.664	64.125	0.005	0.77975	1.31	26.815	77.484	0.006999999999999999	0.78142	1.22	24.445	63.068000000000005	0.044000000000000004	0.83746	2.13	14.097000000000001	22.949	0.011000000000000001	0.79905	0.0	21.12	49.943999999999996	Bacteria	False	0.5464028728016294	0.3888886728396262	0.1428571137026298
O41925_P13500	371	62	1.0	0.005	0.8475799999999999	0.6	25.394000000000002	76.404	0.013999999999999999	0.30839	5.23	19.254	43.736000000000004	0.091	0.86779	1.35	11.130999999999998	20.89	0.005	0.8459700000000001	0.68	26.785	81.435	0.018000000000000002	0.84729	0.61	13.577	40.87	0.015	0.8528700000000001	0.0	13.777999999999999	44.93600000000001	Viruses	False	0.2687702687055815	0.1724137336504366	0.1785713647959411
P00747_P15240	248	119	0.992	0.025	0.66233	1.16	16.965999999999998	47.081	0.011000000000000001	0.64856	1.39	20.339000000000002	50.943999999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057	0.66973	2.32	6.4879999999999995	23.11	Viruses	False	0.4756211133590287	0.3888888168724413	0.291666626157413
A0A024R962_O50665	59	210	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.61422	3.09	24.363000000000003	58.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.80156	1.16	11.298	22.666	Bacteria	False	-1.0	-1.0	-1.0
D1MPH2_S6B2A6	212	192	1.0	0.028999999999999998	0.46684	0.92	19.408	28.866999999999997	0.009000000000000001	0.42006000000000004	2.75	16.173	61.347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.52563	0.72	14.297	54.263000000000005	Viruses	False	0.3012487122559359	0.0108695640359169	0.0555555246913751
P01903_P04591	181	16	1.0	0.011000000000000001	0.9229299999999999	0.52	13.753	59.684	0.009000000000000001	0.85129	1.83	15.622	62.121	0.018000000000000002	0.86855	1.35	16.032	39.486999999999995	0.018000000000000002	0.8955700000000001	1.02	14.397	40.211	0.02	0.9066799999999999	0.88	13.735	37.264	0.026000000000000002	0.89895	0.53	11.937000000000001	33.008	Viruses	False	0.4599709480675239	0.1093749829101589	0.1891891380569897
P06492_Q00403	26	205	0.629	0.04	0.4706	3.77	14.46	24.217	0.021	0.47438	3.69	16.674	35.559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.267803339847491	0.3068181469524833	0.6428569897959547
P04591_P62937	218	164	1.0	0.795	0.924	2.04	1.133	3.623	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.4928	2.95	18.765	78.95	0.005	0.57068	0.0	22.944000000000003	83.074	Viruses	False	0.8188288922424071	0.7599996960001216	0.6551721878716593
P04229_Q52T95	190	213	1.0	0.006	0.5171100000000001	1.2	17.642	81.19800000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	False	0.3391866219185585	0.0	0.0
P01892_P04591	276	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.8698899999999999	2.28	8.434	32.943000000000005	0.027999999999999997	0.92929	1.39	8.867	34.591	0.031	0.92019	1.53	8.48	33.101	0.0	0.0	0.0	0.0	0.0	Viruses	False	0.5092627301232125	0.0749999906250011	0.2399999040000384
